UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
Q8RL91	ARO:3006680	PDC-31	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006680
A0A346MLH7	ARO:3006681	PDC-310	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006681
A0A346MLH8	ARO:3006682	PDC-311	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006682
A0A346MLH9	ARO:3006683	PDC-312	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006683
A0A346MLI1	ARO:3006684	PDC-314	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006684
A0A3G6X5Q5	ARO:3006687	PDC-317	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006687
A0A4P8DZW4	ARO:3006688	PDC-318	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006688
A0A4P8DZV4	ARO:3006689	PDC-319	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006689
Q3LG63	ARO:3006690	PDC-32	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006690
A0A4P8DZU9	ARO:3006691	PDC-320	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006691
A0A4P8DZS1	ARO:3006692	PDC-321	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006692
A0A4P8DZR9	ARO:3006693	PDC-322	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006693
A0A4P8DZT2	ARO:3006694	PDC-325	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006694
A0A4P8DZW8	ARO:3006695	PDC-326	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006695
A0A4P8DZT6	ARO:3006696	PDC-327	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006696
A0A4P8DZW5	ARO:3006697	PDC-328	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006697
A0A4P8DZV0	ARO:3006698	PDC-329	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006698
A6UZY5	ARO:3006699	PDC-33	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006699
A0A4P8DZT0	ARO:3006700	PDC-330	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006700
A0A4V1DZ10	ARO:3006701	PDC-331	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006701
A0A4P8DZS9	ARO:3006702	PDC-332	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006702
A0A4P9IUZ9	ARO:3006703	PDC-333	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006703
A0A4Y5UL97	ARO:3006704	PDC-334	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006704
A0A4Y5ULB0	ARO:3006705	PDC-335	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006705
A0A4Y5UL60	ARO:3006706	PDC-336	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006706
A0A515L5W6	ARO:3006707	PDC-338	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006707
A0A515L5V1	ARO:3006708	PDC-339	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006708
A0A0H2ZG46	ARO:3006709	PDC-34	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006709
A0A515L5W2	ARO:3006710	PDC-340	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006710
A0A516EYS0	ARO:3006711	PDC-341	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006711
A0A516EYV1	ARO:3006712	PDC-342	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006712
A0A516EYS4	ARO:3006713	PDC-343	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006713
A0A516EYS7	ARO:3006714	PDC-344	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006714
A0A516EYS6	ARO:3006715	PDC-345	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006715
A0A516EYV5	ARO:3006716	PDC-347	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006716
A0A516EYW1	ARO:3006717	PDC-348	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006717
A0A516EYT1	ARO:3006718	PDC-349	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006718
Q3LG62	ARO:3006719	PDC-35	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006719
A0A516EYS3	ARO:3006720	PDC-350	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006720
A0A516EYT3	ARO:3006721	PDC-351	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006721
A0A516EYT2	ARO:3006722	PDC-353	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006722
A0A516EYS9	ARO:3006723	PDC-354	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006723
A0A516EYT4	ARO:3006724	PDC-355	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006724
A0A516EYV9	ARO:3006725	PDC-356	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006725
A0A516EYW6	ARO:3006726	PDC-357	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006726
A0A516EYU1	ARO:3006727	PDC-358	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006727
A0A516EYU3	ARO:3006728	PDC-359	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006728
A0A516EYW8	ARO:3006730	PDC-360	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006730
A0A516EYU0	ARO:3006731	PDC-361	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006731
A0A516EYT9	ARO:3006732	PDC-362	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006732
A0A516EYU2	ARO:3006733	PDC-363	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006733
A0A516EYV4	ARO:3006734	PDC-364	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006734
A0A516EYX0	ARO:3006735	PDC-365	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006735
A0A516EYX6	ARO:3006736	PDC-366	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006736
A0A516EYU9	ARO:3006737	PDC-367	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006737
A0A516EYU5	ARO:3006738	PDC-368	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006738
A0A516EYV0	ARO:3006739	PDC-369	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006739
A0A0A0Q9I9	ARO:3006740	PDC-37	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006740
A0A516EYX2	ARO:3006741	PDC-370	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006741
A0A516EYU6	ARO:3006742	PDC-371	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006742
A0A516EYU8	ARO:3006743	PDC-372	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006743
A0A516EYV8	ARO:3006744	PDC-373	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006744
A0A5B8KFG7	ARO:3006746	PDC-375	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006746
A0A5B8KSB6	ARO:3006747	PDC-377	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006747
A0A5B8KR41	ARO:3006748	PDC-378	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006748
A0A5B8KHZ9	ARO:3006749	PDC-379	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006749
A0A0A0Q8J6	ARO:3006750	PDC-38	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006750
A0A5B8KS29	ARO:3006751	PDC-381	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006751
A0A5B8KFB8	ARO:3006752	PDC-382	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006752
A0A5B8WGG4	ARO:3006753	PDC-383	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006753
A0A5C1K481	ARO:3006754	PDC-385	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006754
A0A5P1R7E9	ARO:3006755	PDC-386	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006755
A0A5P2YC92	ARO:3006756	PDC-387	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006756
A0A5P4YPE6	ARO:3006757	PDC-388	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006757
A0A6B9S2J4	ARO:3006758	PDC-389	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006758
Q8RMP1	ARO:3006759	PDC-39	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006759
A0A6B9S4B0	ARO:3006760	PDC-390	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006760
A0A6B9S120	ARO:3006761	PDC-391	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006761
A0A6B9S2P0	ARO:3006762	PDC-392	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006762
A0A6C0GX16	ARO:3006763	PDC-394	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006763
A0A6C0GYJ4	ARO:3006764	PDC-395	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006764
A0A6C0GWY2	ARO:3006765	PDC-396	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006765
A0A6C0VU22	ARO:3006766	PDC-397	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006766
A0A6G8FF23	ARO:3006767	PDC-398	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006767
A0A6G8FEJ9	ARO:3006768	PDC-399	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006768
A0A0A0Q8P2	ARO:3006769	PDC-40	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006769
A0A6G8FE74	ARO:3006770	PDC-400	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006770
A0A6G8FDT7	ARO:3006771	PDC-401	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006771
A0A6G8FEC8	ARO:3006772	PDC-402	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006772
A0A6G8FE63	ARO:3006773	PDC-403	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006773
A0A6G8FEK2	ARO:3006774	PDC-404	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006774
A0A6G8FE08	ARO:3006775	PDC-405	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006775
A0A6G8FE37	ARO:3006776	PDC-406	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006776
A0A6G8FF29	ARO:3006777	PDC-407	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006777
A0A6G8FEK8	ARO:3006778	PDC-408	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006778
A0A6G8FE84	ARO:3006779	PDC-409	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006779
A0A6G8FEA7	ARO:3006780	PDC-410	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006780
A0A6G8FDU7	ARO:3006781	PDC-411	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006781
A0A6G8FED8	ARO:3006782	PDC-412	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006782
A0A6G8FEL2	ARO:3006783	PDC-414	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006783
A0A6G8FE20	ARO:3006784	PDC-415	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006784
A0A6G8FE50	ARO:3006785	PDC-416	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006785
A0A6G8FF36	ARO:3006786	PDC-417	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006786
A0A6G8FE98	ARO:3006787	PDC-418	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006787
A0A6G8FEB7	ARO:3006788	PDC-419	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006788
A0A0A0Q9J0	ARO:3006789	PDC-42	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006789
A0A6G8FDV6	ARO:3006790	PDC-420	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006790
A0A6G8J193	ARO:3006791	PDC-421	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006791
A0A7D3QXU5	ARO:3006792	PDC-422	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006792
A0A7D3QYW6	ARO:3006793	PDC-423	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006793
A0A7D3R371	ARO:3006794	PDC-424	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006794
A0A7D3R331	ARO:3006795	PDC-425	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006795
A0A7D3QWH2	ARO:3006796	PDC-426	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006796
A0A7D3QWY9	ARO:3006797	PDC-427	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006797
A0A7D3QWD2	ARO:3006798	PDC-428	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006798
A0A7D3QWG0	ARO:3006799	PDC-430	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006799
A0A7D3URZ9	ARO:3006800	PDC-431	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006800
A0A7D3UXT4	ARO:3006801	PDC-432	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006801
A0A7D3UV10	ARO:3006802	PDC-433	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006802
A0A6N0DIC3	ARO:3006803	PDC-434	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006803
A0A6N0D8U3	ARO:3006804	PDC-435	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006804
A0A6N0D3Q4	ARO:3006805	PDC-436	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006805
A0A6N0D1T1	ARO:3006806	PDC-437	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006806
A0A6N0D9H8	ARO:3006807	PDC-439	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006807
A0A6N0D8S3	ARO:3006808	PDC-440	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006808
A0A6N0D1V3	ARO:3006809	PDC-441	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006809
A0A6N0D3Y0	ARO:3006810	PDC-442	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006810
A0A6N0D3S9	ARO:3006811	PDC-443	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006811
A0A6N0DID4	ARO:3006812	PDC-444	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006812
A0A6N0D8V5	ARO:3006813	PDC-445	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006813
A0A6N0D3R7	ARO:3006814	PDC-446	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006814
A0A6N0D1U4	ARO:3006815	PDC-447	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006815
A0A6N0D9H0	ARO:3006816	PDC-448	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006816
A0A6N0D1T7	ARO:3006817	PDC-450	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006817
A0A6N0D3X0	ARO:3006818	PDC-451	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006818
A0A6N0D3S1	ARO:3006819	PDC-452	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006819
A0A7D5FS79	ARO:3006820	PDC-453	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006820
A0A7D5FF62	ARO:3006821	PDC-454	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006821
A0A7D5FGR6	ARO:3006822	PDC-455	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006822
A0A7H9SKC6	ARO:3006823	PDC-456	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006823
A0A7S9YV61	ARO:3006825	PDC-458	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006825
A0A7S9YTV9	ARO:3006826	PDC-459	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006826
A0A0A0Q7X8	ARO:3006827	PDC-46	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006827
A0A7S9VMX0	ARO:3006828	PDC-460	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006828
A0A7S9VMU9	ARO:3006829	PDC-462	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006829
A0A7S9VN18	ARO:3006830	PDC-463	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006830
A0A7S9VMS5	ARO:3006831	PDC-465	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006831
A0A7S9VMY0	ARO:3006832	PDC-466	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006832
A0A7T7BVC0	ARO:3006833	PDC-467	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006833
A0A7T7BVD4	ARO:3006834	PDC-468	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006834
A0A7T7BVG0	ARO:3006835	PDC-469	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006835
A0A7T7BVD0	ARO:3006836	PDC-470	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006836
A0A7T6Y5P1	ARO:3006837	PDC-471	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006837
A0A892A2M5	ARO:3006838	PDC-472	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006838
A0A894JFQ1	ARO:3006839	PDC-473	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006839
A0A894JNP2	ARO:3006840	PDC-474	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006840
A0A894JL41	ARO:3006841	PDC-475	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006841
A0A894JPU7	ARO:3006842	PDC-476	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006842
A0A0A0Q8K2	ARO:3006843	PDC-58	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006843
A0A0A0Q8Q2	ARO:3006844	PDC-60	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006844
A0A0A0QAV3	ARO:3006845	PDC-64	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006845
A0A0A0Q7Y7	ARO:3006846	PDC-71	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006846
A0A142I9J7	ARO:3006847	PDC-94	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006847
A0A142I9J9	ARO:3006848	PDC-95	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006848
A0A142I9K0	ARO:3006849	PDC-96	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006849
A0A142I9K1	ARO:3006850	PDC-97	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006850
A0A161I128	ARO:3006851	PDC-98	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006851
A0A167X0T7	ARO:3006852	PDC-99	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006852
A0AA44XMT4	ARO:3006131	PER-10	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006131
K4EJN1	ARO:3006132	PER-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006132
A0AAP2NY21	ARO:3006133	PER-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006133
A0A411F1X5	ARO:3006134	PER-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006134
A0A650A8W0	ARO:3006135	PER-14	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006135
A0A6G8FE26	ARO:3006136	PER-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006136
A0A7T8KXP2	ARO:3006137	PER-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006137
A0A077LCP2	ARO:3003184	PER-8	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003184
A0A0U5B2K6	ARO:3006138	PER-9	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006138
A0A5D3G3F5	ARO:3006965	PFM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006965
A0A0R2YED9	ARO:3006966	PFM-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006966
A0A649UEZ7	ARO:3006967	PFM-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006967
Q6W9D3	ARO:3006968	PLA-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006968
Q6W7F2	ARO:3006969	PLA-2a	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006969
Q4L202	ARO:3006970	PLA-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006970
Q2VCD9	ARO:3006971	PLA-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006971
A0A0D0GMS0	ARO:3006972	PLN-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006972
A0A455TZB2	ARO:3006973	PME-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006973
A0A0D6SYW3	ARO:3006974	POM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006974
A0A4D6P0I4	ARO:3006975	POM-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006975
A0A5C0PAQ0	ARO:3006977	PST-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006977
A0A1L4AAQ6	ARO:3006978	PSV-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006978
Q93ET5	ARO:3006979	RAHN-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006979
E3U909	ARO:3006980	RAHN-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006980
A0A2Z2Z5Q0	ARO:3006981	RSA2-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006981
A0A2Z2ZKY3	ARO:3006982	RSD2-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006982
A0A2Z2ZKK1	ARO:3006983	RSD2-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006983
A0A1L2F514	ARO:3006984	RUB-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006984
Q6JP75	ARO:3006985	SFC-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006985
A0AB33IK73	ARO:3006986	SFO-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006986
Q1NAL0	ARO:3006987	SGM-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006987
A0A4Q4JCY9	ARO:3006989	SGM-3	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006989
F6EYG4	ARO:3006990	SGM-4	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006990
A0AAF0HYG4	ARO:3006991	SGM-5	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006991
A0AAE8ICZ8	ARO:3006992	SGM-6	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006992
A0A2W6WPB6	ARO:3006993	SGM-7	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006993
Q12JE6	ARO:3006994	SHN-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006994
A0A5P8NAY5	ARO:3001164	SHV-115	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001164
R4RPE6	ARO:3001346	SHV-146	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3001346
A0A0G3ICX4	ARO:3003591	SHV-191	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3003591
A0A6G7MAT1	ARO:3005494	SIM-2	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3005494
A0A1L6K5Y5	ARO:3006995	SPN79-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006995
